period,gaslimit,transactionpool,connection,position
8,17000000,1024 2048 3072 2048,tree,10
8,17000000,1024 2048 3072 2048,random,5
8,17000000,1024 2048 3072 2048,random,6
8,17000000,1024 2048 3072 2048,random,7
8,17000000,1024 2048 3072 2048,random,8
8,17000000,1024 2048 3072 2048,random,9
8,17000000,1024 2048 3072 2048,random,10
8,17000000,2048 2048 3072 2048,ring,5
8,17000000,2048 2048 3072 2048,ring,6
8,17000000,2048 2048 3072 2048,ring,7
8,17000000,2048 2048 3072 2048,ring,8
8,17000000,2048 2048 3072 2048,ring,9
8,17000000,2048 2048 3072 2048,ring,10
8,17000000,2048 2048 3072 2048,tree,5
8,17000000,2048 2048 3072 2048,tree,6
8,17000000,2048 2048 3072 2048,tree,7
8,17000000,2048 2048 3072 2048,tree,8
8,17000000,2048 2048 3072 2048,tree,9
8,17000000,2048 2048 3072 2048,tree,10
8,17000000,2048 2048 3072 2048,random,5
8,17000000,2048 2048 3072 2048,random,6
8,17000000,2048 2048 3072 2048,random,7
8,17000000,2048 2048 3072 2048,random,8
8,17000000,2048 2048 3072 2048,random,9
8,17000000,2048 2048 3072 2048,random,10
8,17000000,5120 2048 3072 2048,ring,5
8,17000000,5120 2048 3072 2048,ring,6
8,17000000,5120 2048 3072 2048,ring,7
8,17000000,5120 2048 3072 2048,ring,8
8,17000000,5120 2048 3072 2048,ring,9
8,17000000,5120 2048 3072 2048,ring,10
8,17000000,5120 2048 3072 2048,tree,5
8,17000000,5120 2048 3072 2048,tree,6
8,17000000,5120 2048 3072 2048,tree,7
8,17000000,5120 2048 3072 2048,tree,8
8,17000000,5120 2048 3072 2048,tree,9
8,17000000,5120 2048 3072 2048,tree,10
8,17000000,5120 2048 3072 2048,random,5
8,17000000,5120 2048 3072 2048,random,6
8,17000000,5120 2048 3072 2048,random,7
8,17000000,5120 2048 3072 2048,random,8
8,17000000,5120 2048 3072 2048,random,9
8,17000000,5120 2048 3072 2048,random,10
8,17500000,1024 2048 3072 2048,ring,5
8,17500000,1024 2048 3072 2048,ring,6
8,17500000,1024 2048 3072 2048,ring,7
8,17500000,1024 2048 3072 2048,ring,8
8,17500000,1024 2048 3072 2048,ring,9
8,17500000,1024 2048 3072 2048,ring,10
8,17500000,1024 2048 3072 2048,tree,5
8,17500000,1024 2048 3072 2048,tree,6
8,17500000,1024 2048 3072 2048,tree,7
8,17500000,1024 2048 3072 2048,tree,8
8,17500000,1024 2048 3072 2048,tree,9
8,17500000,1024 2048 3072 2048,tree,10
8,17500000,1024 2048 3072 2048,random,5
8,17500000,1024 2048 3072 2048,random,6
8,17500000,1024 2048 3072 2048,random,7
8,17500000,1024 2048 3072 2048,random,8
8,17500000,1024 2048 3072 2048,random,9
8,17500000,1024 2048 3072 2048,random,10
8,17500000,2048 2048 3072 2048,ring,5
8,17500000,2048 2048 3072 2048,ring,6
8,17500000,2048 2048 3072 2048,ring,7
8,17500000,2048 2048 3072 2048,ring,8
8,17500000,2048 2048 3072 2048,ring,9
8,17500000,2048 2048 3072 2048,ring,10
8,17500000,2048 2048 3072 2048,tree,5
8,17500000,2048 2048 3072 2048,tree,6
8,17500000,2048 2048 3072 2048,tree,7
8,17500000,2048 2048 3072 2048,tree,8
8,17500000,2048 2048 3072 2048,tree,9
8,17500000,2048 2048 3072 2048,tree,10
8,17500000,2048 2048 3072 2048,random,5
8,17500000,2048 2048 3072 2048,random,6
8,17500000,2048 2048 3072 2048,random,7
8,17500000,2048 2048 3072 2048,random,8
8,17500000,2048 2048 3072 2048,random,9
8,17500000,2048 2048 3072 2048,random,10
8,17500000,5120 2048 3072 2048,ring,5
8,17500000,5120 2048 3072 2048,ring,6
8,17500000,5120 2048 3072 2048,ring,7
8,17500000,5120 2048 3072 2048,ring,8
8,17500000,5120 2048 3072 2048,ring,9
8,17500000,5120 2048 3072 2048,ring,10
8,17500000,5120 2048 3072 2048,tree,5
8,17500000,5120 2048 3072 2048,tree,6
8,17500000,5120 2048 3072 2048,tree,7
8,17500000,5120 2048 3072 2048,tree,8
8,17500000,5120 2048 3072 2048,tree,9
8,17500000,5120 2048 3072 2048,tree,10
8,17500000,5120 2048 3072 2048,random,5
8,17500000,5120 2048 3072 2048,random,6
8,17500000,5120 2048 3072 2048,random,7
8,17500000,5120 2048 3072 2048,random,8
8,17500000,5120 2048 3072 2048,random,9
8,17500000,5120 2048 3072 2048,random,10
8,18000000,1024 2048 3072 2048,ring,5
8,18000000,1024 2048 3072 2048,ring,6
8,18000000,1024 2048 3072 2048,ring,7
8,18000000,1024 2048 3072 2048,ring,8
8,18000000,1024 2048 3072 2048,ring,9
8,18000000,1024 2048 3072 2048,ring,10
8,18000000,1024 2048 3072 2048,tree,5
8,18000000,1024 2048 3072 2048,tree,6
8,18000000,1024 2048 3072 2048,tree,7
8,18000000,1024 2048 3072 2048,tree,8
8,18000000,1024 2048 3072 2048,tree,9
8,18000000,1024 2048 3072 2048,tree,10
8,18000000,1024 2048 3072 2048,random,5
8,18000000,1024 2048 3072 2048,random,6
8,18000000,1024 2048 3072 2048,random,7
8,18000000,1024 2048 3072 2048,random,8
8,18000000,1024 2048 3072 2048,random,9
8,18000000,1024 2048 3072 2048,random,10
8,18000000,2048 2048 3072 2048,ring,5
8,18000000,2048 2048 3072 2048,ring,6
8,18000000,2048 2048 3072 2048,ring,7
8,18000000,2048 2048 3072 2048,ring,8
8,18000000,2048 2048 3072 2048,ring,9
8,18000000,2048 2048 3072 2048,ring,10
8,18000000,2048 2048 3072 2048,tree,5
8,18000000,2048 2048 3072 2048,tree,6
8,18000000,2048 2048 3072 2048,tree,7
8,18000000,2048 2048 3072 2048,tree,8
8,18000000,2048 2048 3072 2048,tree,9
8,18000000,2048 2048 3072 2048,tree,10
8,18000000,2048 2048 3072 2048,random,5
8,18000000,2048 2048 3072 2048,random,6
8,18000000,2048 2048 3072 2048,random,7
8,18000000,2048 2048 3072 2048,random,8
8,18000000,2048 2048 3072 2048,random,9
8,18000000,2048 2048 3072 2048,random,10
8,18000000,5120 2048 3072 2048,ring,5
8,18000000,5120 2048 3072 2048,ring,6
8,18000000,5120 2048 3072 2048,ring,7
8,18000000,5120 2048 3072 2048,ring,8
8,18000000,5120 2048 3072 2048,ring,9
8,18000000,5120 2048 3072 2048,ring,10
8,18000000,5120 2048 3072 2048,tree,5
8,18000000,5120 2048 3072 2048,tree,6
8,18000000,5120 2048 3072 2048,tree,7
8,18000000,5120 2048 3072 2048,tree,8
8,18000000,5120 2048 3072 2048,tree,9
8,18000000,5120 2048 3072 2048,tree,10
8,18000000,5120 2048 3072 2048,random,5
8,18000000,5120 2048 3072 2048,random,6
8,18000000,5120 2048 3072 2048,random,7
8,18000000,5120 2048 3072 2048,random,8
8,18000000,5120 2048 3072 2048,random,9
8,18000000,5120 2048 3072 2048,random,10
8,18500000,1024 2048 3072 2048,ring,5
8,18500000,1024 2048 3072 2048,ring,6
8,18500000,1024 2048 3072 2048,ring,7
8,18500000,1024 2048 3072 2048,ring,8
8,18500000,1024 2048 3072 2048,ring,9
8,18500000,1024 2048 3072 2048,ring,10
8,18500000,1024 2048 3072 2048,tree,5
8,18500000,1024 2048 3072 2048,tree,6
8,18500000,1024 2048 3072 2048,tree,7
8,18500000,1024 2048 3072 2048,tree,8
8,18500000,1024 2048 3072 2048,tree,9
8,18500000,1024 2048 3072 2048,tree,10
8,18500000,1024 2048 3072 2048,random,5
8,18500000,1024 2048 3072 2048,random,6
8,18500000,1024 2048 3072 2048,random,7
8,18500000,1024 2048 3072 2048,random,8
8,18500000,1024 2048 3072 2048,random,9
8,18500000,1024 2048 3072 2048,random,10
8,18500000,2048 2048 3072 2048,ring,5
8,18500000,2048 2048 3072 2048,ring,6
8,18500000,2048 2048 3072 2048,ring,7
8,18500000,2048 2048 3072 2048,ring,8
8,18500000,2048 2048 3072 2048,ring,9
8,18500000,2048 2048 3072 2048,ring,10
8,18500000,2048 2048 3072 2048,tree,5
8,18500000,2048 2048 3072 2048,tree,6
8,18500000,2048 2048 3072 2048,tree,7
8,18500000,2048 2048 3072 2048,tree,8
8,18500000,2048 2048 3072 2048,tree,9
8,18500000,2048 2048 3072 2048,tree,10
8,18500000,2048 2048 3072 2048,random,5
8,18500000,2048 2048 3072 2048,random,6
8,18500000,2048 2048 3072 2048,random,7
8,18500000,2048 2048 3072 2048,random,8
8,18500000,2048 2048 3072 2048,random,9
8,18500000,2048 2048 3072 2048,random,10
8,18500000,5120 2048 3072 2048,ring,5
8,18500000,5120 2048 3072 2048,ring,6
8,18500000,5120 2048 3072 2048,ring,7
8,18500000,5120 2048 3072 2048,ring,8
8,18500000,5120 2048 3072 2048,ring,9
8,18500000,5120 2048 3072 2048,ring,10
8,18500000,5120 2048 3072 2048,tree,5
8,18500000,5120 2048 3072 2048,tree,6
8,18500000,5120 2048 3072 2048,tree,7
8,18500000,5120 2048 3072 2048,tree,8
8,18500000,5120 2048 3072 2048,tree,9
8,18500000,5120 2048 3072 2048,tree,10
8,18500000,5120 2048 3072 2048,random,5
8,18500000,5120 2048 3072 2048,random,6
8,18500000,5120 2048 3072 2048,random,7
8,18500000,5120 2048 3072 2048,random,8
8,18500000,5120 2048 3072 2048,random,9
8,18500000,5120 2048 3072 2048,random,10
8,19000000,1024 2048 3072 2048,ring,5
8,19000000,1024 2048 3072 2048,ring,6
8,19000000,1024 2048 3072 2048,ring,7
8,19000000,1024 2048 3072 2048,ring,8
8,19000000,1024 2048 3072 2048,ring,9
8,19000000,1024 2048 3072 2048,ring,10
8,19000000,1024 2048 3072 2048,tree,5
8,19000000,1024 2048 3072 2048,tree,6
8,19000000,1024 2048 3072 2048,tree,7
8,19000000,1024 2048 3072 2048,tree,8
8,19000000,1024 2048 3072 2048,tree,9
8,19000000,1024 2048 3072 2048,tree,10
8,19000000,1024 2048 3072 2048,random,5
8,19000000,1024 2048 3072 2048,random,6
8,19000000,1024 2048 3072 2048,random,7
8,19000000,1024 2048 3072 2048,random,8
8,19000000,1024 2048 3072 2048,random,9
8,19000000,1024 2048 3072 2048,random,10
8,19000000,2048 2048 3072 2048,ring,5
8,19000000,2048 2048 3072 2048,ring,6
8,19000000,2048 2048 3072 2048,ring,7
8,19000000,2048 2048 3072 2048,ring,8
8,19000000,2048 2048 3072 2048,ring,9
8,19000000,2048 2048 3072 2048,ring,10
8,19000000,2048 2048 3072 2048,tree,5
8,19000000,2048 2048 3072 2048,tree,6
8,19000000,2048 2048 3072 2048,tree,7
8,19000000,2048 2048 3072 2048,tree,8
8,19000000,2048 2048 3072 2048,tree,9
8,19000000,2048 2048 3072 2048,tree,10
8,19000000,2048 2048 3072 2048,random,5
8,19000000,2048 2048 3072 2048,random,6
8,19000000,2048 2048 3072 2048,random,7
8,19000000,2048 2048 3072 2048,random,8
8,19000000,2048 2048 3072 2048,random,9
8,19000000,2048 2048 3072 2048,random,10
8,19000000,5120 2048 3072 2048,ring,5
8,19000000,5120 2048 3072 2048,ring,6
8,19000000,5120 2048 3072 2048,ring,7
8,19000000,5120 2048 3072 2048,ring,8
8,19000000,5120 2048 3072 2048,ring,9
8,19000000,5120 2048 3072 2048,ring,10
8,19000000,5120 2048 3072 2048,tree,5
8,19000000,5120 2048 3072 2048,tree,6
8,19000000,5120 2048 3072 2048,tree,7
8,19000000,5120 2048 3072 2048,tree,8
8,19000000,5120 2048 3072 2048,tree,9
8,19000000,5120 2048 3072 2048,tree,10
8,19000000,5120 2048 3072 2048,random,5
8,19000000,5120 2048 3072 2048,random,6
8,19000000,5120 2048 3072 2048,random,7
8,19000000,5120 2048 3072 2048,random,8
8,19000000,5120 2048 3072 2048,random,9
8,19000000,5120 2048 3072 2048,random,10
8,19500000,1024 2048 3072 2048,ring,5
8,19500000,1024 2048 3072 2048,ring,6
8,19500000,1024 2048 3072 2048,ring,7
8,19500000,1024 2048 3072 2048,ring,8
8,19500000,1024 2048 3072 2048,ring,9
8,19500000,1024 2048 3072 2048,ring,10
8,19500000,1024 2048 3072 2048,tree,5
8,19500000,1024 2048 3072 2048,tree,6
8,19500000,1024 2048 3072 2048,tree,7
8,19500000,1024 2048 3072 2048,tree,8
8,19500000,1024 2048 3072 2048,tree,9
8,19500000,1024 2048 3072 2048,tree,10
8,19500000,1024 2048 3072 2048,random,5
8,19500000,1024 2048 3072 2048,random,6
8,19500000,1024 2048 3072 2048,random,7
8,19500000,1024 2048 3072 2048,random,8
8,19500000,1024 2048 3072 2048,random,9
8,19500000,1024 2048 3072 2048,random,10
8,19500000,2048 2048 3072 2048,ring,5
8,19500000,2048 2048 3072 2048,ring,6
8,19500000,2048 2048 3072 2048,ring,7
8,19500000,2048 2048 3072 2048,ring,8
8,19500000,2048 2048 3072 2048,ring,9
8,19500000,2048 2048 3072 2048,ring,10
8,19500000,2048 2048 3072 2048,tree,5
8,19500000,2048 2048 3072 2048,tree,6
8,19500000,2048 2048 3072 2048,tree,7
8,19500000,2048 2048 3072 2048,tree,8
8,19500000,2048 2048 3072 2048,tree,9
8,19500000,2048 2048 3072 2048,tree,10
8,19500000,2048 2048 3072 2048,random,5
8,19500000,2048 2048 3072 2048,random,6
8,19500000,2048 2048 3072 2048,random,7
8,19500000,2048 2048 3072 2048,random,8
8,19500000,2048 2048 3072 2048,random,9
8,19500000,2048 2048 3072 2048,random,10
8,19500000,5120 2048 3072 2048,ring,5
8,19500000,5120 2048 3072 2048,ring,6
8,19500000,5120 2048 3072 2048,ring,7
8,19500000,5120 2048 3072 2048,ring,8
8,19500000,5120 2048 3072 2048,ring,9
8,19500000,5120 2048 3072 2048,ring,10
8,19500000,5120 2048 3072 2048,tree,5
8,19500000,5120 2048 3072 2048,tree,6
8,19500000,5120 2048 3072 2048,tree,7
8,19500000,5120 2048 3072 2048,tree,8
8,19500000,5120 2048 3072 2048,tree,9
8,19500000,5120 2048 3072 2048,tree,10
8,19500000,5120 2048 3072 2048,random,5
8,19500000,5120 2048 3072 2048,random,6
8,19500000,5120 2048 3072 2048,random,7
8,19500000,5120 2048 3072 2048,random,8
8,19500000,5120 2048 3072 2048,random,9
8,19500000,5120 2048 3072 2048,random,10
9,15000000,1024 2048 3072 2048,ring,5
9,15000000,1024 2048 3072 2048,ring,6
9,15000000,1024 2048 3072 2048,ring,7
9,15000000,1024 2048 3072 2048,ring,8
9,15000000,1024 2048 3072 2048,ring,9
9,15000000,1024 2048 3072 2048,ring,10
9,15000000,1024 2048 3072 2048,tree,5
9,15000000,1024 2048 3072 2048,tree,6
9,15000000,1024 2048 3072 2048,tree,7
9,15000000,1024 2048 3072 2048,tree,8
9,15000000,1024 2048 3072 2048,tree,9
9,15000000,1024 2048 3072 2048,tree,10
9,15000000,1024 2048 3072 2048,random,5
9,15000000,1024 2048 3072 2048,random,6
9,15000000,1024 2048 3072 2048,random,7
9,15000000,1024 2048 3072 2048,random,8
9,15000000,1024 2048 3072 2048,random,9
9,15000000,1024 2048 3072 2048,random,10
9,15000000,2048 2048 3072 2048,ring,5
9,15000000,2048 2048 3072 2048,ring,6
9,15000000,2048 2048 3072 2048,ring,7
9,15000000,2048 2048 3072 2048,ring,8
9,15000000,2048 2048 3072 2048,ring,9
9,15000000,2048 2048 3072 2048,ring,10
9,15000000,2048 2048 3072 2048,tree,5
9,15000000,2048 2048 3072 2048,tree,6
9,15000000,2048 2048 3072 2048,tree,7
9,15000000,2048 2048 3072 2048,tree,8
9,15000000,2048 2048 3072 2048,tree,9
9,15000000,2048 2048 3072 2048,tree,10
9,15000000,2048 2048 3072 2048,random,5
9,15000000,2048 2048 3072 2048,random,6
9,15000000,2048 2048 3072 2048,random,7
9,15000000,2048 2048 3072 2048,random,8
9,15000000,2048 2048 3072 2048,random,9
9,15000000,2048 2048 3072 2048,random,10
9,15000000,5120 2048 3072 2048,ring,5
9,15000000,5120 2048 3072 2048,ring,6
9,15000000,5120 2048 3072 2048,ring,7
9,15000000,5120 2048 3072 2048,ring,8
9,15000000,5120 2048 3072 2048,ring,9
9,15000000,5120 2048 3072 2048,ring,10
9,15000000,5120 2048 3072 2048,tree,5
9,15000000,5120 2048 3072 2048,tree,6
9,15000000,5120 2048 3072 2048,tree,7
9,15000000,5120 2048 3072 2048,tree,8
9,15000000,5120 2048 3072 2048,tree,9
9,15000000,5120 2048 3072 2048,tree,10
9,15000000,5120 2048 3072 2048,random,5
9,15000000,5120 2048 3072 2048,random,6
9,15000000,5120 2048 3072 2048,random,7
9,15000000,5120 2048 3072 2048,random,8
9,15000000,5120 2048 3072 2048,random,9
9,15000000,5120 2048 3072 2048,random,10
9,15500000,1024 2048 3072 2048,ring,5
9,15500000,1024 2048 3072 2048,ring,6
9,15500000,1024 2048 3072 2048,ring,7
9,15500000,1024 2048 3072 2048,ring,8
9,15500000,1024 2048 3072 2048,ring,9
9,15500000,1024 2048 3072 2048,ring,10
9,15500000,1024 2048 3072 2048,tree,5
9,15500000,1024 2048 3072 2048,tree,6
9,15500000,1024 2048 3072 2048,tree,7
9,15500000,1024 2048 3072 2048,tree,8
9,15500000,1024 2048 3072 2048,tree,9
9,15500000,1024 2048 3072 2048,tree,10
9,15500000,1024 2048 3072 2048,random,5
9,15500000,1024 2048 3072 2048,random,6
9,15500000,1024 2048 3072 2048,random,7
9,15500000,1024 2048 3072 2048,random,8
9,15500000,1024 2048 3072 2048,random,9
9,15500000,1024 2048 3072 2048,random,10
9,15500000,2048 2048 3072 2048,ring,5
9,15500000,2048 2048 3072 2048,ring,6
9,15500000,2048 2048 3072 2048,ring,7
9,15500000,2048 2048 3072 2048,ring,8
9,15500000,2048 2048 3072 2048,ring,9
9,15500000,2048 2048 3072 2048,ring,10
9,15500000,2048 2048 3072 2048,tree,5
9,15500000,2048 2048 3072 2048,tree,6
9,15500000,2048 2048 3072 2048,tree,7
9,15500000,2048 2048 3072 2048,tree,8
9,15500000,2048 2048 3072 2048,tree,9
9,15500000,2048 2048 3072 2048,tree,10
9,15500000,2048 2048 3072 2048,random,5
9,15500000,2048 2048 3072 2048,random,6
9,15500000,2048 2048 3072 2048,random,7
9,15500000,2048 2048 3072 2048,random,8
9,15500000,2048 2048 3072 2048,random,9
9,15500000,2048 2048 3072 2048,random,10
9,15500000,5120 2048 3072 2048,ring,5
9,15500000,5120 2048 3072 2048,ring,6
9,15500000,5120 2048 3072 2048,ring,7
9,15500000,5120 2048 3072 2048,ring,8
9,15500000,5120 2048 3072 2048,ring,9
9,15500000,5120 2048 3072 2048,ring,10
9,15500000,5120 2048 3072 2048,tree,5
9,15500000,5120 2048 3072 2048,tree,6
9,15500000,5120 2048 3072 2048,tree,7
9,15500000,5120 2048 3072 2048,tree,8
9,15500000,5120 2048 3072 2048,tree,9
9,15500000,5120 2048 3072 2048,tree,10
9,15500000,5120 2048 3072 2048,random,5
9,15500000,5120 2048 3072 2048,random,6
9,15500000,5120 2048 3072 2048,random,7
9,15500000,5120 2048 3072 2048,random,8
9,15500000,5120 2048 3072 2048,random,9
9,15500000,5120 2048 3072 2048,random,10
9,16000000,1024 2048 3072 2048,ring,5
9,16000000,1024 2048 3072 2048,ring,6
9,16000000,1024 2048 3072 2048,ring,7
9,16000000,1024 2048 3072 2048,ring,8
9,16000000,1024 2048 3072 2048,ring,9
9,16000000,1024 2048 3072 2048,ring,10
9,16000000,1024 2048 3072 2048,tree,5
9,16000000,1024 2048 3072 2048,tree,6
9,16000000,1024 2048 3072 2048,tree,7
9,16000000,1024 2048 3072 2048,tree,8
9,16000000,1024 2048 3072 2048,tree,9
9,16000000,1024 2048 3072 2048,tree,10
9,16000000,1024 2048 3072 2048,random,5
9,16000000,1024 2048 3072 2048,random,6
9,16000000,1024 2048 3072 2048,random,7
9,16000000,1024 2048 3072 2048,random,8
9,16000000,1024 2048 3072 2048,random,9
9,16000000,1024 2048 3072 2048,random,10
9,16000000,2048 2048 3072 2048,ring,5
9,16000000,2048 2048 3072 2048,ring,6
9,16000000,2048 2048 3072 2048,ring,7
9,16000000,2048 2048 3072 2048,ring,8
9,16000000,2048 2048 3072 2048,ring,9
9,16000000,2048 2048 3072 2048,ring,10
9,16000000,2048 2048 3072 2048,tree,5
9,16000000,2048 2048 3072 2048,tree,6
9,16000000,2048 2048 3072 2048,tree,7
9,16000000,2048 2048 3072 2048,tree,8
9,16000000,2048 2048 3072 2048,tree,9
9,16000000,2048 2048 3072 2048,tree,10
9,16000000,2048 2048 3072 2048,random,5
9,16000000,2048 2048 3072 2048,random,6
9,16000000,2048 2048 3072 2048,random,7
9,16000000,2048 2048 3072 2048,random,8
9,16000000,2048 2048 3072 2048,random,9
9,16000000,2048 2048 3072 2048,random,10
9,16000000,5120 2048 3072 2048,ring,5
9,16000000,5120 2048 3072 2048,ring,6
9,16000000,5120 2048 3072 2048,ring,7
9,16000000,5120 2048 3072 2048,ring,8
9,16000000,5120 2048 3072 2048,ring,9
9,16000000,5120 2048 3072 2048,ring,10
9,16000000,5120 2048 3072 2048,tree,5
9,16000000,5120 2048 3072 2048,tree,6
9,16000000,5120 2048 3072 2048,tree,7
9,16000000,5120 2048 3072 2048,tree,8
9,16000000,5120 2048 3072 2048,tree,9
9,16000000,5120 2048 3072 2048,tree,10
9,16000000,5120 2048 3072 2048,random,5
9,16000000,5120 2048 3072 2048,random,6
9,16000000,5120 2048 3072 2048,random,7
9,16000000,5120 2048 3072 2048,random,8
9,16000000,5120 2048 3072 2048,random,9
9,16000000,5120 2048 3072 2048,random,10
9,16500000,1024 2048 3072 2048,ring,5
9,16500000,1024 2048 3072 2048,ring,6
9,16500000,1024 2048 3072 2048,ring,7
9,16500000,1024 2048 3072 2048,ring,8
9,16500000,1024 2048 3072 2048,ring,9
9,16500000,1024 2048 3072 2048,ring,10
9,16500000,1024 2048 3072 2048,tree,5
9,16500000,1024 2048 3072 2048,tree,6
9,16500000,1024 2048 3072 2048,tree,7
9,16500000,1024 2048 3072 2048,tree,8
9,16500000,1024 2048 3072 2048,tree,9
9,16500000,1024 2048 3072 2048,tree,10
9,16500000,1024 2048 3072 2048,random,5
9,16500000,1024 2048 3072 2048,random,6
9,16500000,1024 2048 3072 2048,random,7
9,16500000,1024 2048 3072 2048,random,8
9,16500000,1024 2048 3072 2048,random,9
9,16500000,1024 2048 3072 2048,random,10
9,16500000,2048 2048 3072 2048,ring,5
9,16500000,2048 2048 3072 2048,ring,6
9,16500000,2048 2048 3072 2048,ring,7
9,16500000,2048 2048 3072 2048,ring,8
9,16500000,2048 2048 3072 2048,ring,9
9,16500000,2048 2048 3072 2048,ring,10
9,16500000,2048 2048 3072 2048,tree,5
9,16500000,2048 2048 3072 2048,tree,6
9,16500000,2048 2048 3072 2048,tree,7
9,16500000,2048 2048 3072 2048,tree,8
9,16500000,2048 2048 3072 2048,tree,9
9,16500000,2048 2048 3072 2048,tree,10
9,16500000,2048 2048 3072 2048,random,5
9,16500000,2048 2048 3072 2048,random,6
9,16500000,2048 2048 3072 2048,random,7
9,16500000,2048 2048 3072 2048,random,8
9,16500000,2048 2048 3072 2048,random,9
9,16500000,2048 2048 3072 2048,random,10
9,16500000,5120 2048 3072 2048,ring,5
9,16500000,5120 2048 3072 2048,ring,6
9,16500000,5120 2048 3072 2048,ring,7
9,16500000,5120 2048 3072 2048,ring,8
9,16500000,5120 2048 3072 2048,ring,9
9,16500000,5120 2048 3072 2048,ring,10
9,16500000,5120 2048 3072 2048,tree,5
9,16500000,5120 2048 3072 2048,tree,6
9,16500000,5120 2048 3072 2048,tree,7
9,16500000,5120 2048 3072 2048,tree,8
9,16500000,5120 2048 3072 2048,tree,9
9,16500000,5120 2048 3072 2048,tree,10
9,16500000,5120 2048 3072 2048,random,5
9,16500000,5120 2048 3072 2048,random,6
9,16500000,5120 2048 3072 2048,random,7
9,16500000,5120 2048 3072 2048,random,8
9,16500000,5120 2048 3072 2048,random,9
9,16500000,5120 2048 3072 2048,random,10
9,17000000,1024 2048 3072 2048,ring,5
9,17000000,1024 2048 3072 2048,ring,6
9,17000000,1024 2048 3072 2048,ring,7
9,17000000,1024 2048 3072 2048,ring,8
9,17000000,1024 2048 3072 2048,ring,9
9,17000000,1024 2048 3072 2048,ring,10
9,17000000,1024 2048 3072 2048,tree,5
9,17000000,1024 2048 3072 2048,tree,6
9,17000000,1024 2048 3072 2048,tree,7
9,17000000,1024 2048 3072 2048,tree,8
9,17000000,1024 2048 3072 2048,tree,9
9,17000000,1024 2048 3072 2048,tree,10
9,17000000,1024 2048 3072 2048,random,5
9,17000000,1024 2048 3072 2048,random,6
9,17000000,1024 2048 3072 2048,random,7
9,17000000,1024 2048 3072 2048,random,8
9,17000000,1024 2048 3072 2048,random,9
9,17000000,1024 2048 3072 2048,random,10
9,17000000,2048 2048 3072 2048,ring,5
9,17000000,2048 2048 3072 2048,ring,6
9,17000000,2048 2048 3072 2048,ring,7
9,17000000,2048 2048 3072 2048,ring,8
9,17000000,2048 2048 3072 2048,ring,9
9,17000000,2048 2048 3072 2048,ring,10
9,17000000,2048 2048 3072 2048,tree,5
9,17000000,2048 2048 3072 2048,tree,6
9,17000000,2048 2048 3072 2048,tree,7
9,17000000,2048 2048 3072 2048,tree,8
9,17000000,2048 2048 3072 2048,tree,9
9,17000000,2048 2048 3072 2048,tree,10
9,17000000,2048 2048 3072 2048,random,5
9,17000000,2048 2048 3072 2048,random,6
9,17000000,2048 2048 3072 2048,random,7
9,17000000,2048 2048 3072 2048,random,8
9,17000000,2048 2048 3072 2048,random,9
9,17000000,2048 2048 3072 2048,random,10
9,17000000,5120 2048 3072 2048,ring,5
9,17000000,5120 2048 3072 2048,ring,6
9,17000000,5120 2048 3072 2048,ring,7
9,17000000,5120 2048 3072 2048,ring,8
9,17000000,5120 2048 3072 2048,ring,9
9,17000000,5120 2048 3072 2048,ring,10
9,17000000,5120 2048 3072 2048,tree,5
9,17000000,5120 2048 3072 2048,tree,6
9,17000000,5120 2048 3072 2048,tree,7
9,17000000,5120 2048 3072 2048,tree,8
9,17000000,5120 2048 3072 2048,tree,9
9,17000000,5120 2048 3072 2048,tree,10
9,17000000,5120 2048 3072 2048,random,5
9,17000000,5120 2048 3072 2048,random,6
9,17000000,5120 2048 3072 2048,random,7
9,17000000,5120 2048 3072 2048,random,8
9,17000000,5120 2048 3072 2048,random,9
9,17000000,5120 2048 3072 2048,random,10
9,17500000,1024 2048 3072 2048,ring,5
9,17500000,1024 2048 3072 2048,ring,6
9,17500000,1024 2048 3072 2048,ring,7
9,17500000,1024 2048 3072 2048,ring,8
9,17500000,1024 2048 3072 2048,ring,9
9,17500000,1024 2048 3072 2048,ring,10
9,17500000,1024 2048 3072 2048,tree,5
9,17500000,1024 2048 3072 2048,tree,6
9,17500000,1024 2048 3072 2048,tree,7
9,17500000,1024 2048 3072 2048,tree,8
9,17500000,1024 2048 3072 2048,tree,9
9,17500000,1024 2048 3072 2048,tree,10
9,17500000,1024 2048 3072 2048,random,5
9,17500000,1024 2048 3072 2048,random,6
9,17500000,1024 2048 3072 2048,random,7
9,17500000,1024 2048 3072 2048,random,8
9,17500000,1024 2048 3072 2048,random,9
9,17500000,1024 2048 3072 2048,random,10
9,17500000,2048 2048 3072 2048,ring,5
9,17500000,2048 2048 3072 2048,ring,6
9,17500000,2048 2048 3072 2048,ring,7
9,17500000,2048 2048 3072 2048,ring,8
9,17500000,2048 2048 3072 2048,ring,9
9,17500000,2048 2048 3072 2048,ring,10
9,17500000,2048 2048 3072 2048,tree,5
9,17500000,2048 2048 3072 2048,tree,6
9,17500000,2048 2048 3072 2048,tree,7
9,17500000,2048 2048 3072 2048,tree,8
9,17500000,2048 2048 3072 2048,tree,9
9,17500000,2048 2048 3072 2048,tree,10
9,17500000,2048 2048 3072 2048,random,5
9,17500000,2048 2048 3072 2048,random,6
9,17500000,2048 2048 3072 2048,random,7
